Thématique;Sous-thème;mot;noyau;genre;mot en chinois;phrases françaises;phrases chinoises;tag;
temps;cause;définitif, ive;1;adj.;???;Sa réponse est-elle               définitive ?;???????????;réponse/définitif;
temps;cause;dommage;1;m.;??/??;Dommage qu'ils n'aient pas compris plus tôt !;????????????;dommage/comprendre;
temps;cause;catastrophe;1;f.;??;Il s’est produit une             épouvantable catastrophe.;???????????;seproduire/catastrophe;
temps;cause;sauver;1;v.;?;Il les a tous sauvés de la mort.;??????????????;sauver/mort;
temps;cause;victime;1;f.;???;Il a été victime d’un accident de la route.;??????????;victime/accident/route;
temps;cause;ésotérisme;1;m.;??;Elle a ouvert un magasin    d'ésotérisme.;?????????????;ouvrir/magasin/ésotérisme;
temps;chance;chance;0;f.;??;Quelle chance d'avoir trouvé cet appartement !;?????????????;chance/trouver/appartement;
temps;chance;opportunité;1;f.;??;Il faut saisir cette   opportunité.;?????????;saisir/opportunité;
temps;chance;coïncidence;1;f.;??;C’est une étonnante           coïncidence.;????????;étonnante/coïncidence;
temps;chance;risque;1;m.;??;Elle ne prend pas de risque en vélo.;??????????;prendre/risque/vélo;
temps;chance;crise;1;f.;??;La crise l’a obligé à réduire ses dépenses.;???????????;crise/obliger/réduire/dépense;
temps;chance;danger;1;m.;??;Il n’est pas du genre à reculer devant le danger.;???????????;genre/reculer/danger;
temps;chance;sécurité;1;f.;??;Par sécurité, il vaut mieux ne pas rester ici.;???????????????;sécurité/rester;
temps;chance;insécurité;1;f.;???;Cet endroit est connu pour son insécurité.;??????????????;endroit/connu/insécurité;
temps;chance;sûr, e;1;adj.;???/???;C'est un endroit sûr, vous pouvez être tranquille.;?????????????????;endroit/sûr/tranquille;
temps;chance;anticiper;1;v.;??;Elle anticipe toujours ses    réactions.;????????????;anticiper/réaction;
temps;chance;prévoir;1;v.;??;Qu’as-tu prévu pour le        déjeuner ?;???????????;prévoir/déjeuner;
temps;début;abandonner;1;v.;??;Il a décidé d’abandonner ses recherches.;??????????;décider/abandonner/recherche;
temps;début;clore;1;v.;??;Il a clos l’assemblée sur une déclaration.;?????????????;clos/assemblée/déclaration;
intellect;changer;conserver;1;v.;??;J'ai conservé les notes de mes cours.;??????????;conserver/note/cours;
intellect;intellect;psychisme;0;m.;??;Pour continuer dans ces conditions, il faut un psychisme très fort.;??????????????????????;continuer/condition/psychisme;
intellect;intellect;psychologique;1;adj.;????;Je suis attentif à son travail psychologique.;????????????;attentif/travail/psychologique;
intellect;intellect;psychanalyse;1;f.;????;Il suit des séances de psychanalyse.;??????????;suivre/séance/psychanalyse;
intellect;intellect;représenter;1;v.;??;Il se représente les choses sous leur angle positif.;????????????;représenter/chose/angle/positif;
intellect;intellect;décrire;1;v.;??;Pourrais-tu décrire cet appartement ?;?????????????;décrire/appartement;
intellect;analyse;signifier;1;v.;??;Qu’est-ce que cela signifie ?;????????;signifier;
intellect;intellect;schéma;1;m.;???;Je voudrais bien réaliser un schéma explicatif.;???????????;réaliser/schéma/explicatif;
intellect;intellect;rationnel, le ;1;adj.;???;C’est une approche rationnelle du problème.;?????????????;approche/rationnel/problème;
intellect;intellect;conscience;1;f.;??;Il a conscience de sa responsabilité.;???????;conscience/développé/responsabilité;
intellect;intellect;conscient, e;1;adj.;????;Il est resté conscient après l'accident.;????????????;rester/conscient/accident;
intellect;intellect;inconscience;1;f.;???;C'est de l'inconscience de vouloir traverser le lac à la nage.;????????????????;inconscience/traverser/lac/nage;
intellect;intellect;idéologique;1;adj.;?????;Son attitude leur a paru      très idéologique.;???????????????;attitude/paraître/idéologique;
intellect;faculté;génie;1;m.;??;Il y a du génie dans ses   idées.;??????????;génie/idée;
intellect;faculté;talent;1;m.;??;Il a un immense talent artistique.;??????????;immense/talent/artistique;
intellect;savoir;savoir;0;v.;??;Je ne sais pas ce qu’il veut.;??????????;savoir/vouloir;
intellect;savoir;connaître;1;v.;??;Que connais-tu d’elle ?;??????;connaître;
intellect;savoir;connaissance;1;f.;??;Quiconque veut aller dans le désert, doit en avoir une bonne connaissance.;????????????????????????;connaissance/désert/rendre;
intellect;savoir;érudit, e;1;adj.;???;Cette personne est très     érudite.;????????;personne/érudite;
intellect;savoir;ignorer;1;v.;???;On ignore de quoi demain sera fait.;???????????;ignorer/quoi/faire;
intellect;savoir;encyclopédie;1;f.;????;Ils ont décidé d’acheter une encyclopédie.;???????????;décider/acheter/encyclopédie;
intellect;mémoire;mémoire;0;f.;??;Je n’ai pas beaucoup de   mémoire.;??????;mémoire;
intellect;mémoire;souvenir;1;v.;??;Il a de beaux souvenirs de son enfance.;???????????;souvenir/enfance;
intellect;mémoire;souvenir (se);1;v.;??;Je ne me souviens plus exactement de son visage.;???????????;sesouvenir/visage;
intellect;mémoire;rappel;1;m.;??;Nous partons demain : c'est mon dernier rappel.;?????????????????;partir/rappel;
intellect;mémoire;rappeler (se);1;v.;???;Je vous rappelle que nous étions tous d’accord.;?????????????;rappeler/tous/accord;
intellect;mémoire;oublier;1;v.;??;J’ai oublié pourquoi il était   là.;???????????;oublier/pourquoi;
intellect;enseigner;enseigner;0;v.;?;Il enseigne les sciences naturelles.;???????;enseigner/science/naturel;
intellect;enseigner;enseignement;1;m.;??;Son enseignement est très apprécié des étudiants.;?????????????;enseignement/apprécié/étudiant;
intellect;enseigner;école;1;f.;??;Les enfants sont à l’école ce matin.;???????????;enfant/école;
intellect;enseigner;professeur;1;m.;??;Les professeurs se sont     réunis pour discuter de la classe.;???????????;professeur/seréunir/discuter;
intellect;enseigner;apprendre;1;v.;??;Il n’a pas appris sa leçon.;??????????;apprendre/leçon;
intellect;enseigner;apprentissage;1;m.;?????;Il faut être attentif en          période d'apprentissage.;????????????;attentif/période/apprentissage;
intellect;enseigner;maître, esse;1;n.;??;Leur maître est tombé malade hier.;???????;maître/tombermalade;
intellect;enseigner;élève;1;m.;??;Cet élève est le meilleur de sa classe.;???????????;élève/meilleur;
intellect;enseigner;maternelle;1;f.;???;Elle aime bien l’école maternelle.;????????;aimer/école/maternelle;
intellect;enseigner;collège;1;m.;??;Il va au collège à présent.;?????????;collège/présent;
intellect;enseigner;lycée;1;m.;??;Il vient d’entrer au lycée.;?????;entrer/lycée;
intellect;enseigner;université;1;f.;??;Je viens de choisir mon université.;??????????;choisir/université;
intellect;enseigner;universitaire;1;adj.;???;Je vais manger au restaurant universitaire.;?????????;manger/restaurant/universitaire;
intellect;enseigner;académie;1;f.;???;Il est entré dans cette académie il y a dix ans.;????????2???;entrer/académie/;
intellect;enseigner;baccalauréat;1;m.;??????;Que fais-tu après ton bac ?;??????????;faire/bac;
intellect;enseigner;scolaire;1;adj.;???;J'attends le bus scolaire.;??????;attendre/bus/scolaire;
intellect;enseigner;leçon ;1;f.;??;Le professeur leur a donné une leçon de français.;?????????????;professeur/donner/leçon/français;
intellect;observer;note;1;f.  ;??;Elle a pris des notes sur son cahier.;???????????;prendre/note/cahier;
intellect;enseigner;classe;1;f.;?;Toute la classe s’est levée quand le professeur est entré.;?????????????????;classe/selever/professeur/entrer;
intellect;enseigner;diplômer;1;v.;??????;J’ai été diplômé en juin.;????6????????;diplômer/juin;
intellect;enseigner;licence ;1;f.;????;Il a obtenu sa licence en deux ans.;?????????????;obtenir/licence;
intellect;enseigner;éducation;1;f.;??;Ils leur ont donné la meilleure éducation.;???????????;donner/meilleur/éducation;
intellect;enseigner;primaire;1;m.;????;Dans le primaire, on apprend à lire et à compter.;??????????????????;primaire/apprendre/lire/compter;
intellect;enseigner;secondaire;1;m.;????;Il est professeur dans le secondaire.;??????????;professeur/secondaire;
intellect;enseigner;instruire;1;v.;??;Il est très instruit pour son âge. ;???????????????;instruire/âge;
intellect;enseigner;pédagogie;1;f.;???;Pour bien enseigner, il faut avoir une pédagogie efficace.;??????????????????????;enseigner/pédagogie/efficace;
intellect;enseigner;éduquer;1;v.;??;Ils ont été éduqués dans le respect des autres.;????????????;éduquer/respect/autre;
intellect;enseigner;former;1;v.;??;Il s’est formé tout seul.;?????????;seformer/seul;
intellect;enseigner;formation ;1;f.;??;Il a suivi une formation de pilote.;???????????;suivre/formation/pilote;
intellect;enseigner;formation permanente;1;f.;??;Elle travaille dans un centre de formation permanente.;???????????;travailler/formationpermanente;
intellect;enseigner;formation professionnelle;1;f.;????;J’ai complété mes études par une formation professionnelle.;???????????????;compléter/étude/formationprofessionnelle;
intellect;enseigner;formation professionnelle continue;1;f.;?????;Vous pouvez suivre des cours de formation continue.;????????????;suivre/cours/formationcontinue;
intellect;idée;penser;0;v.;?;Que penses-tu de leur mariage ?;??????????;penser/mariage;
intellect;intellect;mentalité;1;f.;????;Je n’apprécie pas sa mentalité.;???????????;apprécier/mentalité;
intellect;intellect;mental, e ;1;adj.;???;Il faut faire un gros effort mental pour y penser.;?????????;faire/effort/mental/penser;
intellect;idée;pensée;1;f.;??;Il exprime clairement sa pensée.;????????????;exprimer/pensée;
intellect;idée;intention ;1;f.;??;Quelle est votre intention pour cet hiver ?;????????????;intention;
intellect;idée;réfléchir;1;v.;??;Il faut réfléchir avant de parler.;??????????;réfléchir/parler;
intellect;idée;réflexion;1;f.;??;J'aimerais connaître ta        réflexion.;??????????????;aimer/connaître/réflexion;
intellect;analyse;considérer;1;v.;??;Il considère qu’il est le meilleur.;?????????;considérer/meilleur;
intellect;idée;censé, e ;1;adj.;???…?;Il n’est pas censé avoir tout compris.;?????????;censé/compris;
intellect;idée;concerner ;1;v.;??;Il n’est pas concerné par leur affaire.;?????????????;concerner/affaire;
intellect;question;demander;1;v.;??;Elle ne lui a rien demandé.;??????????;demander;
intellect;enseigner;expliquer;1;v.;??;Tu as expliqué pourquoi tu avais fait ça.;????????????;expliquer/pourquoi/faire;
intellect;enseigner;réviser;1;v.;??;Il faut bien réviser avant les examens.;??????????;réviser/examen;
intellect;idée;opinion;1;f.;??;Peux-tu nous donner ton opinion?;???????????;donner/opinion;
intellect;idée;subjectif, ive;1;adj.;???;Toute opinion est subjective.;??????????;opinion/nature/subjectif;
intellect;idée;objectif, ive;1;adj.;???;Je veux bien être objectif, mais est-ce possible ?;??????????????????;objectif/possible;
intellect;intellect;raison;1;f.;??;Il a perdu la raison.;???????;perdre/raison;
intellect;théorie;théorie;0;f.;??;En théorie, tout doit bien se passer.;???????????;théorie/sepasser;
intellect;théorie;théorique;1;adj.;???;Je préfère les cours         théoriques aux travaux pratiques.;????????????????;préférer/cours/théorique/travail/pratique;
intellect;théorie;doctrine;1;f.;??;C'est une vieille doctrine.;????????;doctrine;
intellect;théorie;morale;1;adj.;???;Ce sont des cours de morale.;?????????;défendre/morale/sévère;
intellect;théorie;déontologique;1;adj.;?????;Il a rappelé les règles        déontologiques de la profession.;???????????;rappeler/règle/déontologique/profession;
intellect;théorie;système*;1;m.;??;Cela dépend de leur      système de pensée.;???????????;dépendre/système/pensée;
intellect;théorie;philosophie;1;f.;??;Son grand-père enseigne la philosophie.;?????????;grand-père/philosophie;
intellect;théorie;logique;1;f.;??;Son idée est claire et logique.;?????????????;idée/claire/logique;
intellect;idée;idée;0;f.;??;Elle a toujours de très bonnes idées.;???????;idée;
intellect;idée;notion;1;f.;??;Ce sont des notions essentielles à connaître.;?????????????;notion/essentiel/connaître;
intellect;idée;imaginer;1;v.;??;J’imagine que nous continuerons à nous voir.;????????????;imaginer/continuer/voir;
intellect;idée;imagination;1;f.;???;Elle ne manque pas d'imagination.;?????????;manquer/imagination;
intellect;idée;illusion;1;f.;??;Ils vivent dans une illusion.;????????;vivre/illusion;
intellect;théorie;principe;1;m.;??;Je n’ai pas de principes     définis.;?????????;principe/défini;
intellect;idée;promettre;1;v.;??;Je ne lui ai rien promis.;??????????;promettre;
intellect;enseigner;étude;0;f.;??;Il fait ses études à New York.;??????????;étude/NewYork;
intellect;enseigner;étudier;1;v.;??;J’étudie tous les soirs jusqu’à 11 heures.;??????????11??;étudier/soir;
intellect;enseigner;exercice;1;m.;??;Je n’ai pas encore fait mes exercices.;???????;faire/exercice;
intellect;enseigner;discipline*;1;f.;??;Quelles sont les disciplines enseignées dans cette université ?;???????????;discipline/enseigner/université;
intellect;enseigner;science*;1;f.;??;Quelles sciences enseigne-t-on ici ? ;?????????;science/enseigner;
intellect;enseigner;spécialisation;1;f.;???;Quelle est sa                   spécialisation ?;????????;spécialisation;
intellect;faculté;faculté;0;f.;??;Il a toutes les facultés pour réussir.;???????????;faculté/réussir;
intellect;faculté;savant, e ;1;adj.;???;Ses remarques nous paraissent toujours savantes.;???????????????;remarquer/paraître/savant;
intellect;faculté;savant, e ;1;m.;??;Cet homme est un grand savant.;??????????;homme/savant;
intellect;faculté;intelligent, e;1;adj.;???;C'est une fille assez intelligente pour choisir ce qui lui sera utile.;???????????????????????;fille/intelligent/choisir/utile;
intellect;faculté;malin, gne;1;adj.;???;Quel malin de toujours savoir ce qu’il doit dire !;??????????????;malin/savoir/dire;
intellect;faculté;intelligence;1;f.;??;Quelle intelligence brillante !;?????;intelligence;
intellect;faculté;illettrisme;1;m.;??;Il faut combattre l'illettrisme.;???????;combattre/illettrisme;
intellect;faculté;stupide;1;adj.;???;C’est stupide de partir maintenant.;?????????;stupide/partir;
intellect;faculté;bête;1;adj.;??;Qu'il est bête de ne pas comprendre que c'est dans son intérêt !;??????????????????;bête/comprendre/intérêt;
intellect;faculté;bêtise;1;f.;??;Il enchaîne les bêtises depuis qu'il est arrivé.;???????????;enchaîner/bêtise/arriver;
intellect;faculté;imbécile ;1;n.;??;Son ami se comporte comme un imbécile.;???????????????;ami/secompter/imbécile;
intellect;faculté;idiot, e;1;adj.;??;C’est idiot de ne pas en profiter aujourd’hui.;????????????;idiot/profiter;
intellect;analyse;analyse;0;f.;??;C’est une bonne analyse de la situation.;???????????;analyse/situation;
intellect;analyse;analyser;1;v.;??;Ils ont tenu à analyser la situation avant de se         décider.;???????????????;tenir/analyser/situation/décider;
intellect;analyse;distinguer;1;v.;??;Je ne distingue pas très bien la différence.;???????????;distingue/différence;
